Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
7.12,72.53,31.65,86,Steel,2,Hard Soil,0.499,Moderate to Heavy
7.88,82.07,33.04,65,Wood,35,Rock,0.584,Heavy
7.44,126.08,88.94,5,Concrete,27,Rock,0.579,Heavy
7.63,196.16,86.2,99,Steel,23,Rock,0.67,Very Heavy
5.81,153.77,68.9,6,Wood,22,Rock,0.455,Moderate to Heavy
7.75,237.48,117.06,77,Wood,6,Rock,0.672,Very Heavy
7.52,78.21,77.63,66,Concrete,1,Soft Soil,0.723,Very Heavy
6.37,150.77,17.75,51,Brick,47,Rock,0.493,Moderate to Heavy
4.04,208.36,20.56,42,Wood,24,Soft Soil,0.476,Moderate to Heavy
7.3,103.28,14.01,98,Steel,42,Hard Soil,0.57,Heavy
6.97,170.44,88.14,12,Wood,20,Hard Soil,0.547,Moderate to Heavy
8.37,70.27,85.75,86,Wood,8,Soft Soil,0.813,Severe
8.4,95.05,25.48,76,Concrete,22,Hard Soil,0.582,Heavy
5.58,17.8,40.86,15,Steel,33,Soft Soil,0.578,Heavy
7.62,292.65,49,92,Steel,35,Rock,0.625,Heavy
4.17,259.24,67.51,39,Brick,44,Hard Soil,0.448,Moderate to Heavy
6.44,23.47,55.14,29,Steel,7,Hard Soil,0.457,Moderate to Heavy
4.22,169.02,86.68,80,Steel,14,Rock,0.463,Moderate to Heavy
4.87,171.11,32.72,4,Steel,41,Rock,0.384,Moderate
6.96,41.75,31.1,67,Concrete,8,Soft Soil,0.633,Heavy
4.41,8.29,80.7,78,Concrete,16,Soft Soil,0.615,Heavy
7.03,287.86,68.69,10,Wood,6,Soft Soil,0.638,Heavy
6.35,273.02,74.67,85,Steel,43,Rock,0.613,Heavy
4.16,235.34,87.31,33,Concrete,20,Hard Soil,0.427,Moderate
4.47,92.51,37.06,57,Wood,45,Hard Soil,0.432,Moderate
6.65,177.78,87.47,27,Brick,49,Rock,0.603,Heavy
7.64,169.74,102.83,20,Wood,13,Hard Soil,0.599,Heavy
4.98,63.68,66.07,8,Wood,49,Hard Soil,0.465,Moderate to Heavy
7.96,245.78,109.89,68,Concrete,12,Rock,0.673,Very Heavy
5.66,153.94,47.75,32,Concrete,31,Hard Soil,0.457,Moderate to Heavy
4.66,36.76,12.74,11,Concrete,46,Rock,0.357,Moderate
7.89,84.22,114.28,9,Brick,37,Hard Soil,0.668,Very Heavy
5.32,298.18,33.1,24,Steel,16,Hard Soil,0.377,Moderate
7.09,68.33,76.02,36,Steel,25,Hard Soil,0.567,Heavy
6.96,216.03,115.36,5,Concrete,36,Rock,0.617,Heavy
4.68,282.21,107.03,19,Steel,22,Hard Soil,0.475,Moderate to Heavy
4.58,55.18,55.45,19,Wood,38,Hard Soil,0.416,Moderate
6.76,11.97,47.07,60,Steel,21,Hard Soil,0.518,Moderate to Heavy
7.9,36.72,48.57,94,Brick,14,Hard Soil,0.598,Heavy
6.94,22.97,45.12,97,Steel,17,Soft Soil,0.703,Very Heavy
6.13,123.49,117.68,76,Concrete,48,Soft Soil,0.825,Severe
4.1,283.6,39.43,96,Wood,49,Soft Soil,0.615,Heavy
4.09,194.62,20.82,85,Concrete,36,Soft Soil,0.546,Moderate to Heavy
8.36,48.65,102.57,45,Concrete,2,Hard Soil,0.638,Heavy
5.27,166.27,74.19,9,Steel,11,Hard Soil,0.418,Moderate
7.77,287.56,105.44,37,Wood,41,Rock,0.683,Very Heavy
8.12,275.07,41.09,63,Concrete,42,Soft Soil,0.771,Very Heavy
7.93,207.34,70.19,69,Concrete,12,Hard Soil,0.606,Heavy
4.5,279.67,16.29,32,Concrete,16,Hard Soil,0.316,Light
6.65,218.63,76.06,19,Steel,26,Hard Soil,0.53,Moderate to Heavy
6.14,293.08,54.59,44,Concrete,16,Hard Soil,0.474,Moderate to Heavy
7.59,23.17,25.94,91,Brick,42,Soft Soil,0.748,Very Heavy
7.87,106.93,75.03,34,Steel,28,Soft Soil,0.759,Very Heavy
7.86,249.36,84.35,35,Brick,49,Soft Soil,0.817,Severe
7.22,71.43,114.91,67,Brick,32,Hard Soil,0.684,Very Heavy
8.03,151.56,106.9,64,Steel,35,Rock,0.714,Very Heavy
6.44,299,33.08,38,Wood,5,Rock,0.425,Moderate
4.64,89.51,113.53,38,Brick,22,Rock,0.503,Moderate to Heavy
4.51,32.32,36.63,58,Brick,38,Hard Soil,0.421,Moderate
8.17,165.19,81.32,42,Brick,13,Soft Soil,0.762,Very Heavy
4.89,160.62,65.85,32,Concrete,47,Soft Soil,0.63,Heavy
6.5,151.94,23.99,83,Wood,27,Soft Soil,0.652,Heavy
8.16,261.92,119.75,30,Steel,35,Rock,0.708,Very Heavy
4.19,13.69,71.1,82,Brick,23,Rock,0.456,Moderate to Heavy
5.73,76.31,72.15,11,Steel,32,Rock,0.482,Moderate to Heavy
4.5,149.04,49.23,35,Wood,27,Soft Soil,0.546,Moderate to Heavy
6.17,76.76,50.88,17,Concrete,9,Rock,0.428,Moderate
5.74,102.06,20.13,24,Wood,41,Soft Soil,0.577,Heavy
7.18,132.25,112.42,3,Steel,46,Rock,0.641,Heavy
4.37,222.76,79.12,35,Brick,17,Soft Soil,0.569,Heavy
6.22,236.17,19.91,19,Steel,5,Rock,0.373,Moderate
5.72,290.91,92.97,20,Brick,1,Soft Soil,0.613,Heavy
7.38,14.9,30.64,98,Brick,42,Hard Soil,0.602,Heavy
7.2,260.68,76.33,91,Wood,41,Hard Soil,0.66,Heavy
6.44,292.19,101.91,48,Steel,40,Hard Soil,0.62,Heavy
8.37,179.62,26.7,4,Concrete,28,Soft Soil,0.673,Very Heavy
4.56,120.21,78.1,30,Steel,6,Soft Soil,0.55,Moderate to Heavy
4.22,216.57,39.16,60,Wood,38,Hard Soil,0.412,Moderate
6.96,212.56,53.61,73,Brick,14,Rock,0.538,Moderate to Heavy
6.07,50.48,42.99,84,Concrete,43,Soft Soil,0.695,Very Heavy
8.5,135.51,37.17,91,Concrete,5,Rock,0.588,Heavy
8.17,32.01,14.42,62,Brick,44,Soft Soil,0.733,Very Heavy
6.38,29.04,102.87,35,Wood,34,Rock,0.593,Heavy
7.79,131.37,96.19,64,Brick,45,Rock,0.704,Very Heavy
8.49,64.17,105.68,45,Brick,21,Rock,0.688,Very Heavy
4.7,110.15,42.18,92,Steel,45,Hard Soil,0.487,Moderate to Heavy
5.16,143.64,9.3,81,Brick,30,Rock,0.415,Moderate
4.75,227.66,97.15,29,Concrete,31,Soft Soil,0.64,Heavy
6.42,29.37,37.44,32,Brick,25,Soft Soil,0.615,Heavy
6.92,16.61,100.22,18,Brick,36,Hard Soil,0.603,Heavy
7.06,175.4,45.93,76,Steel,13,Soft Soil,0.682,Very Heavy
7.81,194.72,66.04,58,Steel,43,Hard Soil,0.645,Heavy
4.38,33.79,64.97,32,Brick,49,Hard Soil,0.457,Moderate to Heavy
4.08,140.45,63.85,49,Brick,31,Hard Soil,0.421,Moderate
7.78,224.25,9.67,94,Brick,2,Soft Soil,0.653,Heavy
7.62,200.69,97.96,72,Brick,43,Hard Soil,0.702,Very Heavy
6.1,63.5,8.37,95,Brick,12,Rock,0.438,Moderate
6.94,117.58,104.58,38,Brick,11,Hard Soil,0.581,Heavy
4.97,65.89,108.4,96,Concrete,15,Soft Soil,0.705,Very Heavy
5.76,21.35,70.9,44,Concrete,7,Rock,0.464,Moderate to Heavy
7.4,272.07,61.58,35,Wood,45,Soft Soil,0.748,Very Heavy
5.17,157.96,61.29,4,Wood,36,Soft Soil,0.587,Heavy
4.31,98.68,109.8,91,Wood,1,Soft Soil,0.641,Heavy
8.48,272.46,13.3,32,Concrete,37,Soft Soil,0.702,Very Heavy
7.6,67.45,52.54,97,Concrete,38,Soft Soil,0.791,Severe
5.3,277.57,45.53,32,Brick,43,Soft Soil,0.609,Heavy
5.76,94.81,98.91,7,Steel,41,Soft Soil,0.692,Very Heavy
6.05,297.14,77.73,8,Steel,41,Hard Soil,0.522,Moderate to Heavy
6.42,69.36,58.24,13,Steel,29,Hard Soil,0.489,Moderate to Heavy
4.1,16.85,40.18,22,Brick,38,Hard Soil,0.37,Moderate
5.03,5.36,109.63,31,Brick,8,Soft Soil,0.631,Heavy
4.27,197.87,27.73,27,Brick,1,Rock,0.289,Light
8.08,179.21,5.23,47,Steel,20,Rock,0.5,Moderate to Heavy
8.35,106.79,112.52,16,Brick,15,Soft Soil,0.801,Severe
8.37,187.4,119.12,53,Steel,45,Hard Soil,0.76,Very Heavy
4.73,138.1,70.32,66,Wood,2,Rock,0.424,Moderate
5.08,180.59,62,15,Wood,10,Soft Soil,0.542,Moderate to Heavy
7.2,99.88,64.79,26,Concrete,27,Soft Soil,0.698,Very Heavy
6.71,273.05,112.72,82,Brick,40,Hard Soil,0.685,Very Heavy
4.66,252.97,63.02,67,Brick,31,Rock,0.467,Moderate to Heavy
5.4,165.94,109.31,92,Steel,44,Hard Soil,0.632,Heavy
6.52,105.99,118.14,61,Wood,28,Soft Soil,0.79,Severe
8.38,106.82,30.53,5,Steel,21,Soft Soil,0.667,Very Heavy
4.94,179.63,33.74,58,Concrete,48,Hard Soil,0.457,Moderate to Heavy
7.08,298.24,24.86,97,Brick,15,Soft Soil,0.672,Very Heavy
7.96,291.16,112.64,40,Wood,45,Hard Soil,0.716,Very Heavy
7.09,107.94,102.17,81,Brick,20,Hard Soil,0.646,Heavy
5.34,151.75,107.34,54,Wood,15,Rock,0.53,Moderate to Heavy
7.48,163.21,116.79,3,Concrete,18,Hard Soil,0.608,Heavy
4.59,260.33,73.25,21,Brick,31,Hard Soil,0.435,Moderate
4.77,279.46,65.05,31,Brick,47,Soft Soil,0.622,Heavy
8.17,125.25,113.54,20,Brick,5,Hard Soil,0.628,Heavy
7.42,172.47,118.81,40,Concrete,48,Soft Soil,0.855,Severe
6.48,237.94,49.72,19,Steel,26,Hard Soil,0.478,Moderate to Heavy
5.95,255.56,115.85,79,Steel,1,Soft Soil,0.722,Very Heavy
4.91,114.02,108.75,53,Concrete,37,Soft Soil,0.704,Very Heavy
5.56,53.68,118.04,45,Concrete,6,Soft Soil,0.682,Very Heavy
7.52,172.87,116.3,18,Steel,14,Rock,0.616,Heavy
5.13,106.17,30.41,54,Steel,16,Rock,0.393,Moderate
5.8,109.51,62.15,52,Wood,1,Rock,0.448,Moderate to Heavy
5.34,256.33,6.19,63,Concrete,30,Hard Soil,0.4,Moderate
5.95,254.8,76.08,57,Wood,28,Hard Soil,0.537,Moderate to Heavy
4.39,176.32,73.29,8,Concrete,14,Rock,0.378,Moderate
4.21,104.05,90.05,86,Steel,10,Hard Soil,0.467,Moderate to Heavy
6.82,78.33,8.39,86,Wood,32,Hard Soil,0.505,Moderate to Heavy
5.91,103.46,102.65,54,Concrete,38,Rock,0.597,Heavy
8.36,131.91,79.75,60,Wood,31,Rock,0.673,Very Heavy
4.88,95.17,106.12,57,Wood,44,Soft Soil,0.716,Very Heavy
6.21,84.31,56.3,33,Concrete,20,Hard Soil,0.477,Moderate to Heavy
4.63,7.16,8.35,40,Steel,27,Hard Soil,0.339,Moderate
5.7,246.01,13.28,59,Steel,49,Rock,0.464,Moderate to Heavy
7.41,48.18,6.76,63,Steel,37,Rock,0.519,Moderate to Heavy
5.49,125.72,81.14,64,Steel,39,Rock,0.552,Moderate to Heavy
6.24,150.42,71.8,71,Steel,16,Hard Soil,0.535,Moderate to Heavy
5.98,71.01,66.43,3,Brick,27,Soft Soil,0.617,Heavy
5.98,221.88,113.13,13,Steel,22,Hard Soil,0.545,Moderate to Heavy
6.52,105.92,110.35,15,Concrete,24,Rock,0.573,Heavy
7.19,129.05,49.31,66,Steel,39,Soft Soil,0.736,Very Heavy
7.68,273.01,119.65,96,Concrete,8,Rock,0.695,Very Heavy
6.61,105.03,85.28,47,Concrete,25,Soft Soil,0.72,Very Heavy
5.73,262.46,51.76,20,Wood,6,Hard Soil,0.405,Moderate
5.18,210.72,57.87,49,Steel,21,Rock,0.446,Moderate to Heavy
4.25,294.77,106.16,62,Brick,32,Hard Soil,0.515,Moderate to Heavy
8.06,223.55,90.39,80,Steel,18,Soft Soil,0.82,Severe
6.8,15.28,7.02,15,Concrete,33,Hard Soil,0.433,Moderate
8.07,264.39,119.3,76,Wood,3,Rock,0.684,Very Heavy
4.6,83.95,119.08,56,Steel,17,Soft Soil,0.668,Very Heavy
7.38,16.09,109.16,11,Steel,45,Rock,0.652,Heavy
4.14,148.51,27,63,Brick,2,Hard Soil,0.319,Light
6.63,152.15,59.32,79,Brick,45,Soft Soil,0.749,Very Heavy
4.99,24.74,93.13,4,Concrete,27,Soft Soil,0.613,Heavy
7.29,68.65,20.64,92,Wood,22,Soft Soil,0.685,Very Heavy
8.04,42.06,92.55,71,Steel,49,Soft Soil,0.875,Severe
8.18,142.39,53.44,92,Concrete,42,Rock,0.674,Very Heavy
7.52,13.12,97.18,6,Concrete,41,Hard Soil,0.626,Heavy
7.97,262.08,5.17,73,Steel,22,Hard Soil,0.524,Moderate to Heavy
5.92,196.57,8.71,39,Brick,23,Soft Soil,0.546,Moderate to Heavy
7.09,246.36,109.96,26,Wood,38,Rock,0.64,Heavy
7.49,217.38,77.11,86,Wood,31,Soft Soil,0.801,Severe
6.85,53.02,19.72,56,Brick,43,Rock,0.517,Moderate to Heavy
7,147.22,104.32,9,Concrete,44,Rock,0.621,Heavy
5.68,91.58,99.12,14,Wood,3,Hard Soil,0.469,Moderate to Heavy
8.15,10.89,66.76,87,Brick,15,Rock,0.636,Heavy
4.1,41.45,92.42,26,Wood,3,Rock,0.391,Moderate
4.48,182.05,44.46,74,Concrete,3,Soft Soil,0.528,Moderate to Heavy
6.89,198.66,39.84,58,Steel,12,Rock,0.493,Moderate to Heavy
5.08,61.14,54.31,56,Steel,18,Soft Soil,0.587,Heavy
8.31,243.08,101.13,23,Steel,25,Hard Soil,0.657,Heavy
6.55,173.51,8.12,1,Brick,44,Hard Soil,0.43,Moderate
4.11,244.72,91.75,20,Wood,45,Rock,0.468,Moderate to Heavy
4.58,256.86,75.54,32,Brick,1,Hard Soil,0.389,Moderate
5.48,149.9,38.06,66,Concrete,39,Soft Soil,0.631,Heavy
8.24,233.09,76.17,77,Concrete,15,Hard Soil,0.646,Heavy
5.33,44.15,73.75,10,Concrete,14,Hard Soil,0.427,Moderate
4.92,152.2,65.92,75,Brick,45,Hard Soil,0.521,Moderate to Heavy
6.69,131.32,76.49,22,Concrete,26,Soft Soil,0.686,Very Heavy
6.54,76.85,36.92,77,Wood,42,Rock,0.55,Moderate to Heavy
6.68,42.52,33.11,68,Concrete,2,Hard Soil,0.461,Moderate to Heavy
5.67,158.8,7.85,48,Concrete,18,Hard Soil,0.381,Moderate
8.23,164.31,34.18,13,Brick,18,Rock,0.517,Moderate to Heavy
5.91,68.93,24.36,39,Steel,3,Soft Soil,0.531,Moderate to Heavy
6.63,269.9,6.85,95,Steel,43,Rock,0.524,Moderate to Heavy
6.71,299.01,6.8,24,Steel,21,Rock,0.413,Moderate
7.88,212.81,47.73,89,Steel,49,Rock,0.661,Heavy
6.43,144.82,66.86,9,Steel,5,Rock,0.452,Moderate to Heavy
8.19,188.62,31.65,51,Wood,3,Hard Soil,0.519,Moderate to Heavy
5.57,175.36,42.25,47,Concrete,37,Soft Soil,0.62,Heavy
4.22,51.6,61.88,48,Concrete,30,Soft Soil,0.572,Heavy
4.8,6.85,117.45,42,Steel,34,Rock,0.546,Moderate to Heavy
5.1,71.61,14,59,Brick,28,Soft Soil,0.543,Moderate to Heavy
4.34,31.98,108.41,56,Concrete,3,Rock,0.46,Moderate to Heavy
7.98,8.79,30.89,87,Steel,15,Rock,0.567,Heavy
7.43,183.24,112.59,5,Wood,37,Soft Soil,0.788,Severe
5.94,144.21,56.09,73,Wood,28,Soft Soil,0.669,Very Heavy
6.43,239.17,50.7,69,Steel,26,Soft Soil,0.677,Very Heavy
7.98,218.77,42.65,22,Wood,36,Hard Soil,0.564,Heavy
6.44,176.14,52.32,74,Steel,26,Hard Soil,0.535,Moderate to Heavy
4.83,275.14,118.08,57,Steel,49,Soft Soil,0.743,Very Heavy
7.61,189.93,109.39,33,Wood,26,Hard Soil,0.648,Heavy
8.14,285.44,107.1,80,Steel,9,Rock,0.683,Very Heavy
4.94,172.16,6.88,24,Brick,4,Soft Soil,0.44,Moderate
5.91,99.57,24.85,69,Wood,43,Hard Soil,0.492,Moderate to Heavy
4.07,183.75,97.51,63,Steel,42,Hard Soil,0.513,Moderate to Heavy
5.7,202.29,85.09,35,Wood,21,Hard Soil,0.504,Moderate to Heavy
7.66,86.17,37.49,56,Concrete,14,Hard Soil,0.529,Moderate to Heavy
7.38,55.96,21.01,5,Steel,39,Soft Soil,0.637,Heavy
5.47,142.64,54.26,9,Wood,4,Soft Soil,0.531,Moderate to Heavy
7.83,84.89,64.73,85,Brick,2,Rock,0.588,Heavy
4.98,187.76,60.64,46,Wood,49,Soft Soil,0.644,Heavy
4.31,40.57,82.22,76,Steel,15,Hard Soil,0.459,Moderate to Heavy
8.22,162.06,44.02,66,Concrete,47,Hard Soil,0.644,Heavy
4.8,57.7,44.68,45,Steel,26,Hard Soil,0.411,Moderate
7.59,187.07,93.12,66,Brick,20,Hard Soil,0.641,Heavy
5.13,263.88,55.26,30,Brick,33,Hard Soil,0.445,Moderate to Heavy
5.36,52.36,7.15,97,Concrete,40,Hard Soil,0.457,Moderate to Heavy
7.59,50.48,29.31,60,Concrete,29,Soft Soil,0.696,Very Heavy
4.82,56.45,5.83,2,Steel,29,Hard Soil,0.311,Light
6.52,183.45,73.45,14,Brick,29,Rock,0.52,Moderate to Heavy
7.54,284.92,40.39,40,Wood,12,Hard Soil,0.508,Moderate to Heavy
4.26,223.12,10.14,29,Brick,23,Soft Soil,0.455,Moderate to Heavy
4.43,84.52,31.7,37,Brick,15,Rock,0.341,Moderate
6.93,71.77,23.64,89,Wood,49,Rock,0.573,Heavy
6.24,97.36,32.44,3,Wood,20,Hard Soil,0.409,Moderate
7.4,277.92,76.81,4,Brick,40,Rock,0.582,Heavy
5.37,59.5,92.75,81,Steel,30,Soft Soil,0.714,Very Heavy
4.61,70.17,83.45,73,Steel,19,Rock,0.481,Moderate to Heavy
6.07,102.91,9,41,Brick,19,Hard Soil,0.398,Moderate
8.06,100.8,56.9,92,Concrete,33,Hard Soil,0.656,Heavy
4.11,202.43,98.79,11,Wood,23,Rock,0.427,Moderate
7.25,77.21,85.76,26,Concrete,49,Rock,0.629,Heavy
7.55,243.39,72.03,36,Wood,9,Rock,0.552,Moderate to Heavy
5.17,208,85.62,31,Steel,43,Soft Soil,0.668,Very Heavy
4.39,16.89,82.88,83,Brick,19,Hard Soil,0.479,Moderate to Heavy
8.17,86.56,76.52,17,Brick,40,Rock,0.633,Heavy
7.34,51.57,17.75,37,Steel,40,Hard Soil,0.514,Moderate to Heavy
7.38,171.91,11.35,13,Steel,17,Soft Soil,0.585,Heavy
6.22,255.45,102.02,52,Concrete,49,Rock,0.631,Heavy
6.75,216.8,89.2,14,Concrete,37,Soft Soil,0.724,Very Heavy
6.16,267.24,39.27,39,Brick,17,Rock,0.446,Moderate to Heavy
6,147.79,58.77,19,Wood,18,Soft Soil,0.603,Heavy
4.65,28.62,86.49,2,Wood,33,Soft Soil,0.595,Heavy
6.46,165.98,84.17,69,Brick,48,Rock,0.628,Heavy
5.07,244.24,40.91,78,Steel,28,Rock,0.456,Moderate to Heavy
4.87,47.17,114.62,82,Wood,29,Rock,0.575,Heavy
6.91,112.23,11.74,40,Steel,47,Soft Soil,0.649,Heavy
6.02,268.31,66.15,63,Brick,18,Rock,0.51,Moderate to Heavy
7.77,90.91,94.24,41,Brick,22,Rock,0.631,Heavy
6.03,8.27,101.48,60,Concrete,45,Soft Soil,0.771,Very Heavy
7.84,294.15,30.94,28,Brick,3,Hard Soil,0.478,Moderate to Heavy
4.26,148.39,59.37,78,Wood,48,Rock,0.486,Moderate to Heavy
8.1,292.09,108.96,25,Concrete,17,Soft Soil,0.796,Severe
6.31,42.22,108.77,93,Wood,23,Rock,0.636,Heavy
5.69,178.91,46.11,35,Wood,26,Soft Soil,0.598,Heavy
5.01,224.42,113.29,39,Concrete,10,Soft Soil,0.648,Heavy
7.53,278.63,50.94,59,Wood,18,Hard Soil,0.556,Heavy
7.99,11.07,59.36,62,Concrete,42,Soft Soil,0.794,Severe
6.23,219.33,36.98,81,Concrete,13,Hard Soil,0.48,Moderate to Heavy
7.77,296.94,19.79,75,Concrete,26,Soft Soil,0.698,Very Heavy
8.02,96.31,61.31,36,Steel,13,Rock,0.565,Heavy
4.71,248.47,85.2,1,Brick,47,Soft Soil,0.623,Heavy
8.09,60.23,11.82,90,Steel,47,Soft Soil,0.758,Very Heavy
5.14,147.42,79.3,54,Concrete,25,Soft Soil,0.643,Heavy
7.24,106.18,41.63,36,Steel,27,Soft Soil,0.671,Very Heavy
8.18,144.68,76.27,11,Steel,39,Rock,0.625,Heavy
4.35,76.65,77.9,45,Steel,23,Rock,0.438,Moderate
5.75,267.45,98.22,17,Brick,25,Hard Soil,0.518,Moderate to Heavy
4.23,247.73,39.2,87,Steel,10,Rock,0.384,Moderate
6.68,281.58,95.56,85,Steel,18,Hard Soil,0.614,Heavy
5.43,47.68,72.72,33,Steel,23,Hard Soil,0.472,Moderate to Heavy
6.17,165.15,82.81,17,Brick,38,Soft Soil,0.69,Very Heavy
5.44,215.69,116.15,96,Wood,21,Hard Soil,0.604,Heavy
4.85,97.06,42.12,74,Steel,46,Rock,0.479,Moderate to Heavy
8.24,57.95,96.24,19,Steel,35,Hard Soil,0.661,Heavy
4.55,180.26,35.14,6,Wood,30,Soft Soil,0.502,Moderate to Heavy
6.53,70.6,52.8,43,Concrete,41,Soft Soil,0.69,Very Heavy
4.12,82.73,65.65,19,Wood,6,Hard Soil,0.346,Moderate
6.59,98,31.22,16,Steel,21,Hard Soil,0.44,Moderate
6.43,141.97,72.43,97,Concrete,40,Hard Soil,0.619,Heavy
4.54,107.46,119.49,28,Brick,12,Soft Soil,0.628,Heavy
6.91,190.74,24.51,78,Steel,1,Soft Soil,0.616,Heavy
6.19,194.93,90.97,29,Concrete,8,Hard Soil,0.506,Moderate to Heavy
8.43,175.08,13.4,93,Wood,13,Hard Soil,0.563,Heavy
6.31,180.9,38.84,45,Concrete,42,Soft Soil,0.659,Heavy
7.47,219.91,78.12,92,Steel,12,Soft Soil,0.77,Very Heavy
6.34,221.4,7.8,12,Concrete,36,Hard Soil,0.414,Moderate
4.67,247.57,11.13,32,Steel,44,Rock,0.372,Moderate
7.77,148.04,76.44,59,Brick,48,Rock,0.671,Very Heavy
7.26,20.46,88.59,16,Concrete,18,Rock,0.563,Heavy
7.08,43.68,76.77,18,Brick,31,Hard Soil,0.562,Heavy
4.19,298.1,107.7,3,Brick,49,Soft Soil,0.64,Heavy
6.36,284.63,49.2,41,Wood,35,Hard Soil,0.511,Moderate to Heavy
7.76,170.56,107.05,5,Steel,39,Soft Soil,0.799,Severe
4.36,231.89,108,23,Brick,25,Soft Soil,0.621,Heavy
4.44,9.46,106.71,31,Brick,36,Rock,0.503,Moderate to Heavy
5.24,297.34,79.71,56,Brick,20,Hard Soil,0.491,Moderate to Heavy
7.33,67.56,24.78,94,Concrete,9,Rock,0.52,Moderate to Heavy
5.45,215.8,94.31,89,Wood,34,Hard Soil,0.587,Heavy
4.97,223.58,34.78,60,Wood,10,Soft Soil,0.536,Moderate to Heavy
7.29,81.82,95.05,2,Brick,16,Rock,0.557,Heavy
6.96,272.05,86.23,32,Wood,19,Rock,0.562,Heavy
7.31,114.08,66.69,58,Wood,9,Soft Soil,0.703,Very Heavy
8.28,109.12,102.52,66,Wood,30,Rock,0.711,Very Heavy
7.49,50.99,83.79,9,Concrete,18,Hard Soil,0.559,Heavy
4.1,271.01,14.64,40,Steel,9,Rock,0.287,Light
4.35,213.08,30.49,24,Wood,34,Hard Soil,0.36,Moderate
4.93,289.16,82.92,95,Brick,12,Rock,0.504,Moderate to Heavy
4.19,48.07,85.45,53,Concrete,30,Soft Soil,0.615,Heavy
5.77,278.3,43.87,86,Wood,41,Soft Soil,0.68,Very Heavy
6.2,238.59,30.17,54,Steel,49,Hard Soil,0.512,Moderate to Heavy
5.21,97.69,94.11,47,Wood,12,Soft Soil,0.638,Heavy
7.33,266.47,116.94,77,Brick,12,Soft Soil,0.812,Severe
7.93,33.46,21.18,86,Steel,47,Soft Soil,0.762,Very Heavy
5.19,225.8,59.04,38,Brick,1,Soft Soil,0.548,Moderate to Heavy
4.06,56.12,18.94,99,Steel,48,Hard Soil,0.43,Moderate
4.3,106.47,74.98,8,Wood,25,Soft Soil,0.548,Moderate to Heavy
4.37,257.6,41.66,54,Wood,20,Soft Soil,0.532,Moderate to Heavy
5.45,34.03,110.91,92,Steel,8,Soft Soil,0.715,Very Heavy
5.65,99.58,20.39,37,Wood,36,Soft Soil,0.575,Heavy
4.45,129.43,90.11,72,Concrete,3,Hard Soil,0.451,Moderate to Heavy
4.78,226.33,41.55,80,Brick,8,Soft Soil,0.554,Moderate to Heavy
5.17,40.78,41.93,49,Concrete,41,Rock,0.459,Moderate to Heavy
7,138.99,47.99,83,Concrete,41,Soft Soil,0.745,Very Heavy
6.05,220.21,8.98,47,Steel,27,Rock,0.418,Moderate
5.33,182.55,76.43,8,Brick,35,Hard Soil,0.472,Moderate to Heavy
4.62,87.83,39,44,Steel,28,Hard Soil,0.396,Moderate
7.13,67.34,44.94,72,Wood,26,Soft Soil,0.705,Very Heavy
7.17,196.59,24.1,74,Wood,34,Soft Soil,0.691,Very Heavy
4.7,235.1,77.82,99,Steel,30,Soft Soil,0.674,Very Heavy
6.71,8.74,113.69,39,Steel,23,Soft Soil,0.76,Very Heavy
7.05,207.09,11.83,39,Brick,9,Hard Soil,0.429,Moderate
5.79,273.23,29.18,32,Steel,49,Soft Soil,0.618,Heavy
7.76,61.68,55.97,11,Brick,20,Rock,0.532,Moderate to Heavy
5.98,207.52,13,45,Steel,39,Soft Soil,0.594,Heavy
8.38,166.71,7.35,24,Brick,27,Rock,0.509,Moderate to Heavy
6.17,258.39,55.57,51,Wood,18,Rock,0.488,Moderate to Heavy
5.64,253,42.31,54,Concrete,42,Soft Soil,0.641,Heavy
6.2,257.75,40.76,74,Steel,41,Rock,0.534,Moderate to Heavy
5.75,217.08,37.14,21,Wood,23,Soft Soil,0.566,Heavy
6.43,132.66,50.32,86,Brick,7,Rock,0.505,Moderate to Heavy
7.26,67.1,87.19,59,Wood,45,Soft Soil,0.807,Severe
5.36,123.69,24.16,89,Brick,48,Soft Soil,0.643,Heavy
7.36,100.67,46.17,94,Concrete,46,Rock,0.631,Heavy
4.4,202.25,106.44,50,Brick,3,Hard Soil,0.453,Moderate to Heavy
4.62,183.51,6.07,57,Steel,8,Rock,0.314,Light
7.86,209.16,17.13,62,Brick,38,Rock,0.56,Heavy
6.69,103.32,85.66,3,Wood,40,Soft Soil,0.71,Very Heavy
8.17,141.83,102.04,27,Wood,11,Soft Soil,0.778,Severe
6.11,171.33,39.98,21,Wood,47,Soft Soil,0.637,Heavy
7.58,259.81,91.47,82,Steel,19,Soft Soil,0.801,Severe
7.63,132.56,74.48,14,Steel,27,Hard Soil,0.574,Heavy
7.4,109.2,53.13,93,Brick,25,Soft Soil,0.752,Very Heavy
5.94,199.5,119.04,45,Steel,8,Hard Soil,0.556,Heavy
5.99,58.06,98.25,51,Concrete,39,Hard Soil,0.592,Heavy
5.39,230.64,46.37,97,Steel,17,Soft Soil,0.628,Heavy
4.03,109.79,11.25,14,Brick,35,Soft Soil,0.454,Moderate to Heavy
6.9,68.52,60.02,24,Steel,18,Hard Soil,0.505,Moderate to Heavy
